latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
22.30712039166667,114.17939705555555,27.3675,4.70000,291,2024,-19.337
22.307120411111114,114.17939700277778,27.377,4.70833,291,2024,-19.683
22.307120394444446,114.1793969138889,27.3777,4.71667,291,2024,-19.747
22.30712040555555,114.17939693055555,27.3791,4.72500,291,2024,-19.485
22.307120425,114.17939698055558,27.3771,4.73333,291,2024,-19.720
22.307120422222226,114.17939705833334,27.37,4.74167,291,2024,-20.091
22.307120430555557,114.17939717222222,27.363,4.75000,291,2024,-20.501
22.307120433333335,114.1793972388889,27.3601,4.75833,291,2024,-20.978
22.307120416666667,114.17939728611113,27.3497,4.76667,291,2024,-21.405
22.30712039166667,114.17939728611113,27.3396,4.77500,291,2024,-21.891
22.30712039166667,114.17939730277777,27.3378,4.78333,291,2024,-22.309
22.307120383333334,114.17939735000002,27.3376,4.79167,291,2024,-22.607
22.307120375,114.17939730833334,27.3385,4.80000,291,2024,-22.896
22.30712035,114.17939730555555,27.3305,4.80833,291,2024,-22.996
22.307120305555557,114.17939723611111,27.3182,4.81667,291,2024,-22.766
22.30712028888889,114.17939720833336,27.3163,4.82500,291,2024,-23.003
22.307120275,114.17939715555558,27.3185,4.83333,291,2024,-23.571
22.30712025277778,114.1793971138889,27.3115,4.84167,291,2024,-24.420
22.307120241666663,114.1793971,27.3183,4.85000,291,2024,-25.204
22.307120219444446,114.1793971,27.3206,4.85833,291,2024,-25.844
22.307120183333335,114.17939704166668,27.3203,4.86667,291,2024,-26.193
22.307120155555555,114.17939695000003,27.3204,4.87500,291,2024,-26.534
22.307120136111113,114.17939689722223,27.3245,4.88333,291,2024,-26.692
22.307120113888892,114.17939686944445,27.3226,4.89167,291,2024,-26.780
22.307120108333333,114.17939684166667,27.3275,4.90000,291,2024,-26.557
22.30712010555556,114.17939683333334,27.3292,4.90833,291,2024,-26.289
22.30712010555556,114.17939681666668,27.3377,4.91667,291,2024,-26.122
22.30712011111111,114.17939679722222,27.3443,4.92500,291,2024,-26.531
22.30712011111111,114.17939670555558,27.3509,4.93333,291,2024,-27.223
22.30712009166667,114.17939665277778,27.3543,4.94167,291,2024,-28.021
22.30712009166667,114.17939663333334,27.3588,4.95000,291,2024,-28.781
22.307120075,114.17939662777779,27.3524,4.95833,291,2024,-29.031
22.307120075,114.17939661666668,27.3523,4.96667,291,2024,-29.047
22.307120069444444,114.17939660833333,27.3517,4.97500,291,2024,-29.351
22.307120072222222,114.17939659444444,27.3578,4.98333,291,2024,-29.556
22.307120083333334,114.17939660833333,27.3619,4.99167,291,2024,-30.153
22.30712009166667,114.17939658333334,27.3693,5.00000,291,2024,-30.558
22.30712010555556,114.17939653611113,27.3756,5.00833,291,2024,-31.004
22.30712011111111,114.1793965416667,27.3789,5.01667,291,2024,-31.490
22.30712011111111,114.17939651388889,27.3804,5.02500,291,2024,-31.234
22.307120116666667,114.17939653611113,27.3826,5.03333,291,2024,-30.902
22.307120127777782,114.1793965416667,27.389,5.04167,291,2024,-30.863
22.30712013888889,114.17939659444444,27.3907,5.05000,291,2024,-30.912
22.30712013888889,114.17939659444444,27.3907,5.05000,291,2024,0.000
22.30712013888889,114.17939659444444,27.3907,5.05000,291,2024,0.000
